Rank,Player_ID,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Minutes,90s,Goals,Assists,G+A,G-PK,PK,PK_Att,Y_Card,R_Card,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgPR,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,G+A-PK_p90,xG_p90,xAG_p90,xG+xAG_p90,npxG_p90,npxG+xAG_p90
887,887,Phil Foden,ENG,"FW,MF",Manchester City,Premier League,23,2000,35,33,2857,31.7,19,8,27,19,0,0,2,0,10.3,10.3,8.4,18.7,93,168,269,0.6,0.25,0.85,0.6,0.85,0.33,0.26,0.59,0.33,0.59
888,888,Wes Foderingham,ENG,GK,Sheffield Utd,Premier League,32,1991,30,29,2649,29.4,0,0,0,0,0,0,2,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
889,889,Malick Fofana,BEL,FW,Lyon,Ligue 1,18,2005,17,4,559,6.2,3,0,3,3,0,0,0,0,1.8,1.8,0.5,2.4,26,10,60,0.48,0,0.48,0.48,0.48,0.29,0.09,0.38,0.29,0.38
890,890,Youssouf Fofana,FRA,MF,Monaco,Ligue 1,24,1999,32,31,2697,30,4,4,8,4,0,0,3,0,5,5,3.4,8.4,53,249,86,0.13,0.13,0.27,0.13,0.27,0.17,0.11,0.28,0.17,0.28
891,891,Jonas Föhrenbach,GER,DF,Heidenheim,Bundesliga,27,1996,33,32,2788,31,0,0,0,0,0,0,2,0,0.5,0.5,0.8,1.3,44,96,69,0,0,0,0,0,0.02,0.03,0.04,0.02,0.04
892,892,Thomas Foket,BEL,DF,Reims,Ligue 1,28,1994,27,22,1833,20.4,0,1,1,0,0,0,9,1,0.2,0.2,0.9,1.1,24,65,84,0,0.05,0.05,0,0.05,0.01,0.04,0.05,0.01,0.05
893,893,Michael Folorunsho,ITA,"MF,FW",Hellas Verona,Serie A,25,1998,34,33,2781,30.9,5,1,6,5,0,0,5,0,4,3.9,1.4,5.3,56,54,110,0.16,0.03,0.19,0.16,0.19,0.13,0.04,0.17,0.13,0.17
894,894,Tiago Fonseca Morais,POR,FW,Lille,Ligue 1,19,2003,3,0,46,0.5,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,3,3,2,0,0,0,0,0,0.7,0,0.7,0.7,0.7
895,895,Pablo Fornals,ESP,"MF,FW",West Ham,Premier League,27,1996,15,4,426,4.7,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,4,29,27,0,0,0,0,0,0.07,0.07,0.13,0.07,0.13
896,896,Pablo Fornals,ESP,"FW,MF",Betis,La Liga,27,1996,15,14,1148,12.8,3,2,5,3,0,0,2,0,1.8,1.8,1.6,3.4,37,89,82,0.24,0.16,0.39,0.24,0.39,0.14,0.13,0.27,0.14,0.27
897,897,Emil Forsberg,SWE,"MF,FW",RB Leipzig,Bundesliga,31,1991,14,5,464,5.2,2,1,3,2,0,1,0,0,1.4,0.6,0.9,1.5,8,22,38,0.39,0.19,0.58,0.39,0.58,0.27,0.17,0.44,0.11,0.28
898,898,Omari Forson,ENG,FW,Manchester Utd,Premier League,19,2004,4,1,70,0.8,0,1,1,0,0,0,0,0,0,0,0.2,0.2,1,2,2,0,1.29,1.29,0,1.29,0.04,0.23,0.27,0.04,0.27
899,899,Philipp Förster,GER,"MF,FW",Bochum,Bundesliga,28,1995,13,3,385,4.3,0,0,0,0,0,0,1,0,0.5,0.5,0.5,0.9,7,21,19,0,0,0,0,0,0.11,0.11,0.22,0.11,0.22
900,900,Héctor Fort,ESP,DF,Barcelona,La Liga,16,2006,7,4,318,3.5,0,2,2,0,0,0,0,0,0,0,0.8,0.8,3,7,38,0,0.57,0.57,0,0.57,0,0.23,0.23,0,0.23
901,901,Lyle Foster,RSA,"FW,MF",Burnley,Premier League,22,2000,24,22,1899,21.1,5,3,8,5,0,0,0,1,4.5,4.5,1.9,6.4,55,37,104,0.24,0.14,0.38,0.24,0.38,0.21,0.09,0.3,0.21,0.3
902,902,Dimitri Foulquier,FRA,"DF,MF",Valencia,La Liga,30,1993,33,19,1842,20.5,0,0,0,0,0,0,3,0,0.6,0.6,1.2,1.8,42,72,64,0,0,0,0,0,0.03,0.06,0.09,0.03,0.09
903,903,Juan Foyth,ARG,DF,Villarreal,La Liga,25,1998,12,12,1062,11.8,1,1,2,1,0,0,1,0,0.4,0.4,0.9,1.3,19,51,28,0.08,0.08,0.17,0.08,0.17,0.03,0.08,0.11,0.03,0.11
904,904,Matheus França,BRA,"MF,FW",Crystal Palace,Premier League,19,2004,10,1,232,2.6,0,1,1,0,0,0,1,0,0.4,0.4,0.9,1.2,12,8,12,0,0.39,0.39,0,0.39,0.14,0.34,0.48,0.14,0.48
905,905,Bartol Franjić,CRO,MF,Darmstadt 98,Bundesliga,23,2000,20,14,1229,13.7,0,1,1,0,0,0,5,0,0.3,0.3,0.2,0.5,13,50,14,0,0.07,0.07,0,0.07,0.02,0.02,0.04,0.02,0.04
906,906,Przemysław Frankowski,POL,DF,Lens,Ligue 1,28,1995,30,24,2192,24.4,3,2,5,2,1,2,4,0,3.7,2.1,3.8,5.9,56,112,210,0.12,0.08,0.21,0.08,0.16,0.15,0.16,0.31,0.09,0.24
907,907,Nathan Fraser,IRL,FW,Wolves,Premier League,18,2005,7,1,186,2.1,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,1,2,21,0,0,0,0,0,0.16,0.04,0.19,0.16,0.19
908,908,Davide Frattesi,ITA,MF,Inter,Serie A,23,1999,32,6,955,10.6,6,3,9,6,0,0,1,0,7.1,7.1,1.9,9,27,37,40,0.57,0.28,0.85,0.57,0.85,0.67,0.18,0.85,0.67,0.85
909,909,Jean Frederic N'Guessan,CIV,"MF,FW",Metz,Ligue 1,20,2003,6,1,110,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,5,2,0,0,0,0,0,0.07,0,0.07,0.07,0.07
910,910,Morten Frendrup,DEN,MF,Genoa,Serie A,22,2001,37,36,3145,34.9,2,5,7,2,0,0,6,0,1.7,1.7,1.6,3.3,36,105,69,0.06,0.14,0.2,0.06,0.2,0.05,0.05,0.09,0.05,0.09
911,911,Remo Freuler,SUI,MF,Bologna,Serie A,31,1992,32,30,2624,29.2,1,1,2,1,0,0,9,0,1.2,1.2,1.1,2.3,37,165,48,0.03,0.03,0.07,0.03,0.07,0.04,0.04,0.08,0.04,0.08
912,912,Marco Friedl,AUT,DF,Werder Bremen,Bundesliga,25,1998,25,25,2197,24.4,1,0,1,1,0,0,6,0,0.2,0.2,0.1,0.3,4,59,2,0.04,0,0.04,0.04,0.04,0.01,0,0.01,0.01,0.01
913,913,Marvin Friedrich,GER,DF,Gladbach,Bundesliga,27,1995,24,17,1566,17.4,0,0,0,0,0,0,1,0,0.6,0.6,0.2,0.7,2,34,4,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04
914,914,Jeremie Frimpong,NED,DF,Leverkusen,Bundesliga,22,2000,31,27,2251,25,9,7,16,9,0,0,6,0,8.2,8.2,5.9,14,153,49,348,0.36,0.28,0.64,0.36,0.64,0.33,0.23,0.56,0.33,0.56
915,915,Jorge de Frutos,ESP,"FW,MF",Rayo Vallecano,La Liga,26,1997,36,14,1549,17.2,2,0,2,2,0,0,1,0,2.6,2.6,1.4,4,42,40,144,0.12,0,0.12,0.12,0.12,0.15,0.08,0.23,0.15,0.23
916,916,Chris Führich,GER,"FW,MF",Stuttgart,Bundesliga,25,1998,34,33,2567,28.5,8,7,15,8,0,1,2,0,6.6,5.8,8,13.8,153,145,259,0.28,0.25,0.53,0.28,0.53,0.23,0.28,0.51,0.2,0.49
917,917,Shiō Fukuda,JPN,"FW,MF",Gladbach,Bundesliga,19,2004,5,0,36,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,2,0,0,0,0,0,0.4,0.07,0.47,0.4,0.47
918,918,Angelo Fulgini,FRA,MF,Lens,Ligue 1,26,1996,29,16,1376,15.3,1,2,3,1,0,0,1,0,3.2,3.2,3.2,6.4,35,74,117,0.07,0.13,0.2,0.07,0.2,0.21,0.21,0.42,0.21,0.42
919,919,Niclas Füllkrug,GER,FW,Werder Bremen,Bundesliga,30,1993,2,2,180,2,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.7,2,9,12,0,0,0,0,0,0.23,0.13,0.36,0.23,0.36
920,920,Niclas Füllkrug,GER,FW,Dortmund,Bundesliga,30,1993,29,27,2212,24.6,12,8,20,9,3,3,1,0,12.4,10,3.1,13.2,17,49,119,0.49,0.33,0.81,0.37,0.69,0.5,0.13,0.63,0.41,0.54
921,921,Gerardo Fusco,ITA,FW,Salernitana,Serie A,18,2005,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.22,0.22,0,0.22
922,922,Daniel Fuzato,BRA,GK,Getafe,La Liga,26,1997,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,923,Matteo Gabbia,ITA,DF,Milan,Serie A,23,1999,18,14,1275,14.2,2,1,3,2,0,0,5,0,1.6,1.6,0.3,1.9,11,42,2,0.14,0.07,0.21,0.14,0.21,0.11,0.02,0.14,0.11,0.14
924,924,Matteo Gabbia,ITA,DF,Villarreal,La Liga,23,1999,7,6,477,5.3,0,0,0,0,0,0,2,0,0,0,0.1,0.1,1,9,0,0,0,0,0,0,0,0.02,0.02,0,0.02
925,925,Gianluca Gaetano,ITA,"FW,MF",Cagliari,Serie A,23,2000,11,10,745,8.3,4,1,5,3,1,1,1,1,1.3,0.5,1.3,1.8,17,41,42,0.48,0.12,0.6,0.36,0.48,0.15,0.16,0.31,0.06,0.22
926,926,Gianluca Gaetano,ITA,MF,Napoli,Serie A,23,2000,9,1,161,1.8,1,0,1,1,0,0,1,0,0.6,0.6,0.5,1.1,6,6,5,0.56,0,0.56,0.56,0.56,0.35,0.27,0.62,0.35,0.62
927,927,Roberto Gagliardini,ITA,"MF,DF",Monza,Serie A,29,1994,33,29,2360,26.2,1,2,3,1,0,0,5,0,2.9,2.9,1.7,4.6,38,120,36,0.04,0.08,0.11,0.04,0.11,0.11,0.06,0.18,0.11,0.18
928,928,Cody Gakpo,NED,"FW,MF",Liverpool,Premier League,24,1999,35,17,1649,18.3,8,5,13,8,0,0,1,0,9,9,2.9,11.8,43,83,130,0.44,0.27,0.71,0.44,0.71,0.49,0.16,0.64,0.49,0.64
929,929,Javi Galán,ESP,DF,Atlético Madrid,La Liga,28,1994,5,0,88,1,0,0,0,0,0,0,1,0,0,0,0.1,0.1,3,4,13,0,0,0,0,0,0,0.06,0.06,0,0.06
930,930,Javi Galán,ESP,DF,Real Sociedad,La Liga,28,1994,14,13,1075,11.9,0,1,1,0,0,0,3,0,0.1,0.1,0.7,0.8,46,45,70,0,0.08,0.08,0,0.08,0.01,0.06,0.07,0.01,0.07
931,931,Iñigo Ruiz de Galarreta,ESP,MF,Athletic Club,La Liga,29,1993,29,25,2091,23.2,1,1,2,1,0,0,7,0,0.3,0.3,2.3,2.6,26,147,36,0.04,0.04,0.09,0.04,0.09,0.01,0.1,0.11,0.01,0.11
932,932,Pablo Galdames Millán,CHI,"MF,DF",Genoa,Serie A,26,1996,2,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0.25,0,0.25,0.25,0.25
933,933,Conor Gallagher,ENG,MF,Chelsea,Premier League,23,2000,37,37,3128,34.8,5,7,12,5,0,0,9,1,4.2,4.2,5,9.2,62,172,122,0.14,0.2,0.35,0.14,0.35,0.12,0.15,0.27,0.12,0.27
934,934,Antonino Gallo,ITA,DF,Lecce,Serie A,23,2000,35,30,2490,27.7,0,3,3,0,0,0,2,0,0.5,0.5,4.5,5,69,125,101,0,0.11,0.11,0,0.11,0.02,0.16,0.18,0.02,0.18
935,935,Cristian Gamboa,CRC,DF,Bochum,Bundesliga,33,1989,22,12,1187,13.2,0,1,1,0,0,0,6,0,0.1,0.1,0.5,0.6,12,33,16,0,0.08,0.08,0,0.08,0.01,0.04,0.04,0.01,0.04
936,936,Kévin Gameiro,FRA,"FW,MF",Strasbourg,Ligue 1,36,1987,27,15,1346,15,4,2,6,2,2,2,0,0,3.4,1.9,2.7,4.6,26,44,81,0.27,0.13,0.4,0.13,0.27,0.23,0.18,0.41,0.12,0.31
937,937,Idrissa Gana Gueye,SEN,MF,Everton,Premier League,33,1989,25,24,1884,20.9,4,0,4,4,0,0,8,0,1.3,1.3,1.1,2.4,29,83,41,0.19,0,0.19,0.19,0.19,0.06,0.05,0.12,0.06,0.12
938,938,Ignatius Ganago,CMR,"FW,MF",Nantes,Ligue 1,24,1999,6,2,184,2,0,0,0,0,0,0,0,0,0.4,0.4,0.6,1,7,5,26,0,0,0,0,0,0.21,0.27,0.49,0.21,0.49
939,939,Aleix García,ESP,MF,Girona,La Liga,26,1997,37,36,3199,35.5,3,6,9,3,0,0,4,1,1.8,1.8,5.5,7.3,58,294,52,0.08,0.17,0.25,0.08,0.25,0.05,0.16,0.21,0.05,0.21
940,940,Álvaro García,ESP,"FW,MF",Rayo Vallecano,La Liga,30,1992,32,30,2475,27.5,6,1,7,6,0,0,8,1,6.2,6.2,3,9.2,56,63,252,0.22,0.04,0.25,0.22,0.25,0.22,0.11,0.33,0.22,0.33
941,941,Dani García,ESP,MF,Athletic Club,La Liga,33,1990,17,7,745,8.3,1,0,1,1,0,0,4,0,0.8,0.8,0.2,1,3,36,4,0.12,0,0.12,0.12,0.12,0.1,0.03,0.12,0.1,0.12
942,942,David García,ESP,DF,Osasuna,La Liga,29,1994,27,27,2334,25.9,0,1,1,0,0,0,5,0,1,1,1.3,2.2,21,133,4,0,0.04,0.04,0,0.04,0.04,0.05,0.09,0.04,0.09
943,943,Eric García,ESP,DF,Barcelona,La Liga,22,2001,2,0,57,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0.07,0,0.07,0.07,0.07
944,944,Eric García,ESP,DF,Girona,La Liga,22,2001,30,30,2637,29.3,5,0,5,5,0,0,4,0,2.8,2.8,0.5,3.4,45,221,18,0.17,0,0.17,0.17,0.17,0.1,0.02,0.12,0.1,0.12
945,945,Fran Garcia,ESP,DF,Real Madrid,La Liga,23,1999,25,15,1398,15.5,1,5,6,1,0,0,2,0,0.5,0.5,2.4,3,53,60,139,0.06,0.32,0.39,0.06,0.39,0.03,0.16,0.19,0.03,0.19
946,946,Francisco Jesús Crespo García,ESP,FW,Las Palmas,La Liga,27,1996,17,6,504,5.6,2,0,2,2,0,0,1,0,1.3,1.3,0.6,1.9,17,20,66,0.36,0,0.36,0.36,0.36,0.23,0.11,0.34,0.23,0.34
947,947,Gonzalo García,ESP,"FW,MF",Real Madrid,La Liga,19,2004,2,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0.16,0,0.16,0.16,0.16
948,948,Jastin García,ESP,FW,Girona,La Liga,19,2004,3,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,0,0,0,0,0,0,0,0,0,0
949,949,Raúl García,ESP,"FW,MF",Athletic Club,La Liga,37,1986,20,1,420,4.7,1,0,1,1,0,0,3,0,0.9,0.9,0,0.9,4,19,15,0.21,0,0.21,0.21,0.21,0.2,0,0.2,0.2,0.2
950,950,Rubén García,ESP,"FW,MF",Osasuna,La Liga,30,1993,30,19,1547,17.2,3,2,5,3,0,0,1,0,2.3,2.3,3.3,5.6,16,59,117,0.17,0.12,0.29,0.17,0.29,0.13,0.19,0.33,0.13,0.33
951,951,Santiago García,SUI,FW,Getafe,La Liga,21,2001,1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0
952,952,Ulisses Garcia,ESP,DF,Marseille,Ligue 1,27,1996,13,10,906,10.1,0,0,0,0,0,0,0,0,0.5,0.5,0.9,1.4,21,52,66,0,0,0,0,0,0.05,0.09,0.14,0.05,0.14
953,953,Unai García,ARG,DF,Osasuna,La Liga,31,1992,9,6,560,6.2,1,0,1,1,0,0,6,1,0.1,0.1,0,0.1,2,12,1,0.16,0,0.16,0.16,0.16,0.02,0,0.02,0.02,0.02
954,954,Alejandro Garnacho,ENG,FW,Manchester Utd,Premier League,19,2004,36,30,2565,28.5,7,4,11,7,0,0,4,0,8.4,8.3,5.1,13.4,178,62,281,0.25,0.14,0.39,0.25,0.39,0.29,0.18,0.47,0.29,0.47
955,955,James Garner,ITA,MF,Everton,Premier League,22,2001,37,34,3004,33.4,1,2,3,1,0,0,7,0,2.7,2.7,4.6,7.3,36,100,76,0.03,0.06,0.09,0.03,0.09,0.08,0.14,0.22,0.08,0.22
956,956,Luca Garritano,FRA,"MF,DF",Frosinone,Serie A,29,1994,12,5,485,5.4,0,0,0,0,0,0,1,0,0.7,0.7,0.3,1,6,23,23,0,0,0,0,0,0.13,0.06,0.19,0.13,0.19
957,957,Johan Gastien,ITA,MF,Clermont Foot,Ligue 1,35,1988,28,28,2260,25.1,0,0,0,0,0,0,7,0,0.3,0.3,2.4,2.7,21,168,21,0,0,0,0,0,0.01,0.1,0.11,0.01,0.11
958,958,Federico Gatti,ARG,DF,Juventus,Serie A,25,1998,32,30,2637,29.3,4,0,4,4,0,0,7,0,5.5,5.5,1.5,7,52,122,43,0.14,0,0.14,0.14,0.14,0.19,0.05,0.24,0.19,0.24
959,959,Federico Gattoni,ESP,"DF,FW",Sevilla,La Liga,24,1999,2,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,960,Gavi,ARG,"MF,FW",Barcelona,La Liga,18,2004,12,10,944,10.5,1,1,2,1,0,0,5,0,0.9,0.9,1.1,2,26,39,38,0.1,0.1,0.19,0.1,0.19,0.09,0.1,0.19,0.09,0.19
961,961,Paulo Gazzaniga,FRA,GK,Girona,La Liga,31,1992,38,38,3420,38,0,0,0,0,0,0,2,0,0,0,0.7,0.7,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02
962,962,Yann Gboho,GER,"MF,FW",Toulouse,Ligue 1,22,2001,16,13,1193,13.3,3,2,5,3,0,0,1,0,1.2,1.2,1.7,2.9,65,48,97,0.23,0.15,0.38,0.23,0.38,0.09,0.13,0.22,0.09,0.22
963,963,Dennis Geiger,ESP,MF,Hoffenheim,Bundesliga,25,1998,3,0,64,0.7,0,0,0,0,0,0,1,0,0,0,0.2,0.2,1,3,2,0,0,0,0,0,0,0.31,0.31,0,0.31
964,964,Gelabert,ITA,"MF,FW",Toulouse,Ligue 1,22,2000,16,10,754,8.4,1,2,3,1,0,0,1,0,0.8,0.8,1.3,2.1,14,33,57,0.12,0.24,0.36,0.12,0.36,0.09,0.16,0.25,0.09,0.25
965,965,Francesco Gelli,ITA,"MF,DF",Frosinone,Serie A,26,1996,27,16,1561,17.3,0,0,0,0,0,0,3,0,0.7,0.7,2.4,3.1,42,61,87,0,0,0,0,0,0.04,0.14,0.18,0.04,0.18
966,966,Luca Gemello,FRA,GK,Torino,Serie A,23,2000,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,967,Valentin Gendrey,AUS,DF,Lecce,Serie A,23,2000,37,35,3044,33.8,2,3,5,2,0,0,5,0,1.6,1.6,1.6,3.2,76,116,86,0.06,0.09,0.15,0.06,0.15,0.05,0.05,0.1,0.05,0.1
968,968,Denis Genreau,GER,"MF,FW",Toulouse,Ligue 1,24,1999,9,5,464,5.2,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.7,6,14,27,0,0,0,0,0,0.07,0.07,0.14,0.07,0.14
969,969,Yannick Gerhardt,NED,"MF,DF",Wolfsburg,Bundesliga,29,1994,25,18,1630,18.1,2,1,3,2,0,0,5,0,1.9,1.9,0.9,2.8,17,49,73,0.11,0.06,0.17,0.11,0.17,0.11,0.05,0.15,0.11,0.15
970,970,Anwar El Ghazi,FRA,"MF,DF",Mainz 05,Bundesliga,28,1995,3,0,54,0.6,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.4,2,4,5,0,1.67,1.67,0,1.67,0.22,0.39,0.61,0.22,0.61
971,971,Farés Ghedjemis,IRN,"FW,MF",Frosinone,Serie A,20,2002,6,1,182,2,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.3,7,2,19,0,0,0,0,0,0.06,0.07,0.13,0.06,0.13
972,972,Saman Ghoddos,ARG,DF,Brentford,Premier League,29,1993,19,7,739,8.2,1,0,1,1,0,0,5,0,0.3,0.3,1.1,1.4,22,36,31,0.12,0,0.12,0.12,0.12,0.04,0.13,0.17,0.04,0.17
973,973,Lautaro Gianetti,ENG,DF,Udinese,Serie A,29,1993,7,7,630,7,1,0,1,1,0,0,4,0,0.4,0.4,0.1,0.4,2,4,0,0.14,0,0.14,0.14,0.14,0.06,0.01,0.06,0.06,0.06
974,974,Morgan Gibbs-White,FRA,"MF,FW",Nott'ham Forest,Premier League,23,2000,37,35,3156,35.1,5,10,15,4,1,1,9,0,6.9,6.1,8.4,14.6,80,170,181,0.14,0.29,0.43,0.11,0.4,0.2,0.24,0.44,0.17,0.42
975,975,Samuel Gigot,ESP,DF,Marseille,Ligue 1,29,1993,21,20,1726,19.2,3,0,3,3,0,0,7,1,2.4,2.4,0.9,3.3,10,54,8,0.16,0,0.16,0.16,0.16,0.12,0.04,0.17,0.12,0.17
976,976,Bryan Gil,ESP,"FW,MF",Tottenham,Premier League,22,2001,11,2,209,2.3,0,0,0,0,0,0,0,0,0.8,0.8,0.2,1,11,16,49,0,0,0,0,0,0.32,0.09,0.41,0.32,0.41
977,977,David Gil,ESP,GK,Cádiz,La Liga,29,1994,5,4,372,4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,978,Mario Gila,ENG,DF,Lazio,Serie A,22,2000,21,21,1809,20.1,0,0,0,0,0,0,4,1,0.5,0.5,0.5,1,21,93,12,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05
979,979,Alfie Gilchrist,SCO,DF,Chelsea,Premier League,19,2003,11,2,207,2.3,1,0,1,1,0,0,1,0,0.3,0.3,0,0.3,1,7,4,0.43,0,0.43,0.43,0.43,0.14,0,0.14,0.14,0.14
980,980,Billy Gilmour,GER,MF,Brighton,Premier League,22,2001,30,24,2120,23.6,0,1,1,0,0,0,8,1,1,1,2,3,39,193,33,0,0.04,0.04,0,0.04,0.04,0.09,0.13,0.04,0.13
981,981,Benedikt Gimber,LTU,DF,Heidenheim,Bundesliga,26,1997,24,24,2021,22.5,1,1,2,1,0,0,9,0,1.4,1.4,1.1,2.5,3,25,6,0.04,0.04,0.09,0.04,0.09,0.06,0.05,0.11,0.06,0.11
982,982,Gvidas Gineitis,GER,MF,Torino,Serie A,19,2004,14,4,538,6,0,0,0,0,0,0,2,0,0.4,0.4,0.5,0.9,9,25,12,0,0,0,0,0,0.07,0.08,0.15,0.07,0.15
983,983,Matthias Ginter,FRA,DF,Freiburg,Bundesliga,29,1994,23,22,1913,21.3,0,2,2,0,0,0,3,0,1.4,1.4,1.4,2.8,23,136,20,0,0.09,0.09,0,0.09,0.07,0.06,0.13,0.07,0.13
984,984,Olivier Giroud,ALB,FW,Milan,Serie A,36,1986,35,28,2363,26.3,15,8,23,11,4,5,1,1,14.2,10.2,4.7,14.9,9,28,95,0.57,0.3,0.88,0.42,0.72,0.54,0.18,0.72,0.39,0.57
985,985,Klaus Gjasula,GER,"DF,MF",Darmstadt 98,Bundesliga,33,1989,22,17,1363,15.1,0,0,0,0,0,0,7,1,0.5,0.5,0.2,0.6,8,70,7,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04
986,986,Serge Gnabry,ENG,"FW,MF",Bayern Munich,Bundesliga,28,1995,10,5,432,4.8,3,1,4,3,0,0,0,0,2.4,2.4,1.2,3.7,23,23,49,0.62,0.21,0.83,0.62,0.83,0.51,0.26,0.77,0.51,0.77
987,987,Ben Godfrey,ITA,DF,Everton,Premier League,25,1998,15,13,1120,12.4,0,0,0,0,0,0,2,0,1.7,1.7,0.3,2,11,43,26,0,0,0,0,0,0.14,0.02,0.16,0.14,0.16
988,988,Edoardo Goldaniga,ITA,DF,Cagliari,Serie A,29,1993,13,12,1011,11.2,0,0,0,0,0,0,3,0,0.5,0.5,0.1,0.7,9,50,3,0,0,0,0,0,0.05,0.01,0.06,0.05,0.06
989,989,Pierluigi Gollini,RUS,GK,Napoli,Serie A,28,1995,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,990,Aleksandr Golovin,POR,"MF,FW",Monaco,Ligue 1,27,1996,25,25,2147,23.9,6,6,12,6,0,0,8,1,3.4,3.4,4.7,8,50,172,157,0.25,0.25,0.5,0.25,0.5,0.14,0.2,0.34,0.14,0.34
991,991,André Gomes,ENG,"MF,FW",Everton,Premier League,30,1993,12,3,508,5.6,1,0,1,1,0,0,4,0,0.3,0.3,0.4,0.7,8,36,29,0.18,0,0.18,0.18,0.18,0.05,0.07,0.13,0.05,0.13
992,992,Angel Gomes,BRA,MF,Lille,Ligue 1,22,2000,31,29,2571,28.6,0,8,8,0,0,0,5,0,2,2,6.2,8.2,49,204,71,0,0.28,0.28,0,0.28,0.07,0.22,0.29,0.07,0.29
993,993,João Gomes,POR,MF,Wolves,Premier League,22,2001,34,32,2649,29.4,2,1,3,2,0,0,11,0,1.7,1.7,1.1,2.8,28,101,44,0.07,0.03,0.1,0.07,0.1,0.06,0.04,0.1,0.06,0.1
994,994,Toti Gomes,ENG,DF,Wolves,Premier League,24,1999,35,31,2772,30.8,1,3,4,1,0,0,7,0,1.6,1.6,1.2,2.8,22,79,11,0.03,0.1,0.13,0.03,0.13,0.05,0.04,0.09,0.05,0.09
995,995,Joe Gomez,URU,DF,Liverpool,Premier League,26,1997,32,17,1786,19.8,0,1,1,0,0,0,5,0,0.8,0.8,1.3,2.1,44,100,105,0,0.05,0.05,0,0.05,0.04,0.07,0.1,0.04,0.1
996,996,Maxi Gómez,ESP,FW,Cádiz,La Liga,26,1996,31,12,1163,12.9,0,0,0,0,0,0,2,0,1.6,1.6,0.6,2.2,13,11,54,0,0,0,0,0,0.12,0.04,0.17,0.12,0.17
997,997,Moi Gómez,ARG,"MF,FW",Osasuna,La Liga,29,1994,28,23,2006,22.3,3,0,3,3,0,0,3,0,1.7,1.7,0.9,2.6,36,127,69,0.13,0,0.13,0.13,0.13,0.08,0.04,0.12,0.08,0.12
998,998,Papu Gómez,ESP,"MF,FW",Monza,Serie A,35,1988,2,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0.2,0.2,2,3,1,0,0,0,0,0,0,0.43,0.43,0,0.43
999,999,Sergio Gómez,ESP,"FW,MF",Manchester City,Premier League,22,2000,6,0,53,0.6,0,1,1,0,0,0,0,0,0.2,0.2,0.2,0.4,4,2,4,0,1.7,1.7,0,1.7,0.41,0.31,0.73,0.41,0.73
1000,1000,Unai Gómez,FRA,MF,Athletic Club,La Liga,20,2003,25,9,875,9.7,2,0,2,2,0,0,1,0,1.5,1.5,0.7,2.1,20,28,48,0.21,0,0.21,0.21,0.21,0.15,0.07,0.22,0.15,0.22
1001,1001,Iron Gomis,FRA,MF,Salernitana,Serie A,23,1999,5,1,134,1.5,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.7,3,4,15,0,0,0,0,0,0.38,0.11,0.49,0.38,0.49
