Rank,Player_ID,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,SCA_Types_PassLive,SCA_Types_PassDead,SCA _TakeOn,SCA_Sh,SCA _FoulsDrawn,SCA_DefAct,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_TakeOn,GCA_Shot,GCA_FoulsDrawn,GCA_DefAct
171,171,Paulo Azzi (Cagliari),BRA,"DF,MF",Cagliari,Serie A,29,1994,10.6,59,61,57,0,70,81,0,69,0,0,0,0,0,0,0,0
172,172,Oussama El Azzouzi (Bologna),MAR,MF,Bologna,Serie A,22,2001,6.1,38,42,38,59,0,0,53,0,61,89,70,0,0,0,0,0
173,173,Abdellah Baallal (Clermont Foot),MAR,MF,Clermont Foot,Ligue 1,18,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,174,Iddrisu Baba (Almería),GHA,MF,Almería,La Liga,27,1996,15.9,49,31,51,0,0,43,0,96,0,0,0,0,0,0,0,0
175,175,Srđan Babić (Almería),SRB,DF,Almería,La Liga,27,1996,1,20,75,24,0,0,0,0,0,0,0,0,0,0,0,0,0
176,176,Shavy Babicka (Toulouse),GAB,"FW,MF",Toulouse,Ligue 1,23,2000,4.1,35,56,36,0,0,61,0,0,51,88,59,0,0,0,0,0
177,177,Aliou Badara Baldé (Nice),GUI,"FW,DF",Nice,Ligue 1,20,2002,0.8,26,97,19,0,70,0,53,0,0,0,0,0,0,0,0,0
178,178,Loïc Bade (Sevilla),FRA,DF,Sevilla,La Liga,23,2000,25.3,52,24,57,0,0,43,0,69,71,55,70,0,0,-80,0,0
179,179,Milan Badelj (Genoa),CRO,MF,Genoa,Serie A,34,1989,28.2,84,52,90,59,53,61,71,0,96,87,98,0,87,-80,0,0
180,180,Matthias Bader (Darmstadt 98),GER,"DF,MF",Darmstadt 98,Bundesliga,26,1997,20,80,63,80,74,79,73,71,88,71,61,70,0,0,0,0,96
181,181,Benoît Badiashile (Chelsea),FRA,DF,Chelsea,Premier League,22,2001,14.9,56,39,57,0,0,61,53,88,61,61,70,0,0,0,0,0
182,182,Alex Baena (Villarreal),ESP,"MF,FW",Villarreal,La Liga,22,2001,28.7,99,95,99,99,97,97,71,96,100,96,99,99,0,-95,0,96
183,183,Jaime Báez (Frosinone),URU,"FW,MF",Frosinone,Serie A,28,1995,5.6,47,73,36,89,53,0,71,0,51,80,40,0,0,0,85,0
184,184,Nicola Bagnolini (Bologna),ITA,GK,Bologna,Serie A,19,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,185,Leon Bailey (Aston Villa),JAM,"MF,FW",Aston Villa,Premier League,25,1997,23,95,91,96,90,96,94,81,69,94,88,91,90,87,-95,0,0
186,186,Eric Bailly (Villarreal),CIV,DF,Villarreal,La Liga,29,1994,9.3,20,16,19,0,53,0,0,0,35,46,40,0,0,0,0,0
187,187,Stefan Bajcetic (Liverpool),ESP,MF,Liverpool,Premier League,18,2004,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,188,Nedim Bajrami (Sassuolo),ALB,"MF,FW",Sassuolo,Serie A,24,1999,14.6,80,82,74,93,79,87,53,69,82,84,79,90,0,-80,0,0
189,189,Cédric Bakambu (Betis),COD,FW,Betis,La Liga,32,1991,2.2,26,60,24,0,0,43,53,0,0,0,0,0,0,0,0,0
190,190,Tiemoué Bakayoko (Lorient),FRA,MF,Lorient,Ligue 1,28,1994,14.6,42,27,43,59,0,43,0,69,61,62,59,0,0,-80,0,0
191,191,Mitchel Bakker (Atalanta),NED,DF,Atalanta,Serie A,23,2000,4.2,23,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0
192,192,Ridle Baku (Wolfsburg),GER,"DF,MF",Wolfsburg,Bundesliga,25,1998,22.4,85,67,89,0,0,87,87,0,35,37,40,0,0,0,0,0
193,193,Dilane Bakwa (Strasbourg),FRA,"FW,MF",Strasbourg,Ligue 1,20,2002,24.2,97,92,91,98,99,87,97,69,92,84,79,99,87,-80,0,0
194,194,Tommaso Baldanzi (Empoli),ITA,"MF,FW",Empoli,Serie A,20,2003,8.3,70,91,66,84,79,43,87,0,51,67,59,0,0,0,0,0
195,195,Tommaso Baldanzi (Roma),ITA,"FW,MF",Roma,Serie A,20,2003,5.8,56,89,47,0,85,73,87,0,35,57,0,0,0,-80,0,0
196,196,Alejandro Balde (Barcelona),ESP,DF,Barcelona,La Liga,19,2003,15.3,63,49,69,0,70,0,53,0,71,70,79,0,0,0,0,0
197,197,George Baldock (Sheffield Utd),GRE,DF,Sheffield Utd,Premier League,30,1993,10.8,47,38,43,81,70,0,53,0,51,60,40,0,0,0,85,0
198,198,Carlos Baleba (Brighton),CMR,MF,Brighton,Premier League,19,2004,14.7,48,32,54,0,0,43,0,0,35,40,40,0,0,0,0,0
199,199,Carlos Baleba (Lille),CMR,MF,Lille,Ligue 1,19,2004,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,200,Leonardo Balerdi (Marseille),ARG,DF,Marseille,Ligue 1,24,1999,25.2,61,30,66,59,53,0,53,0,61,49,59,0,0,0,85,0
201,201,Iván Balliu (Rayo Vallecano),ALB,DF,Rayo Vallecano,La Liga,31,1992,31.9,81,41,80,92,70,73,0,69,61,43,0,96,0,-80,0,0
202,202,Fodé Ballo-Touré (Fulham),SEN,"DF,MF",Fulham,Premier League,26,1997,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,203,Folarin Balogun (Monaco),USA,FW,Monaco,Ligue 1,22,2001,18.8,86,79,83,0,92,98,91,0,88,85,79,0,96,-80,85,0
204,204,Jonathan Bamba (Celta Vigo),CIV,"MF,FW",Celta Vigo,La Liga,27,1996,22,92,84,95,0,92,61,94,0,71,58,79,0,0,0,0,0
205,205,Mohamed Bamba (Lorient),CIV,FW,Lorient,Ligue 1,21,2001,12.6,66,65,66,0,79,61,71,69,61,67,70,0,0,0,0,0
206,206,Samuel Bamba (Dortmund),GER,FW,Dortmund,Bundesliga,19,2004,0.5,16,87,12,0,0,0,53,0,0,0,0,0,0,0,0,0
207,207,Lameck Banda (Lecce),ZAM,FW,Lecce,Serie A,22,2001,15,87,90,74,84,99,99,53,69,61,61,59,90,0,0,0,0
208,208,Daniel Bandeira (Hellas Verona),POR,MF,Hellas Verona,Serie A,23,2000,5,40,62,45,59,0,0,0,0,35,61,40,0,0,0,0,0
209,209,Mamady Bangré (Toulouse),BFA,"FW,MF",Toulouse,Ligue 1,22,2001,1.1,31,97,33,0,53,0,0,0,35,98,40,0,0,0,0,0
210,210,Mattia Bani (Genoa),ITA,DF,Genoa,Serie A,29,1993,25.6,31,15,33,0,0,43,0,0,0,0,0,0,0,0,0,0
211,211,Léo Baptistão (Almería),BRA,FW,Almería,La Liga,30,1992,20.4,73,49,69,0,85,87,91,0,35,38,0,0,0,0,85,0
212,212,Shandon Baptiste (Brentford),GRN,MF,Brentford,Premier League,25,1998,2.5,26,50,27,0,53,0,0,0,35,83,40,0,0,0,0,0
213,213,Antonín Barák (Fiorentina),CZE,"MF,FW",Fiorentina,Serie A,28,1994,9,64,81,65,0,53,87,0,69,61,78,70,0,0,0,0,0
214,214,Valentín Barco (Brighton),ARG,"DF,FW",Brighton,Premier League,19,2004,3.4,33,60,30,81,0,0,0,0,0,0,0,0,0,0,0,0
215,215,Bradley Barcola (Lyon),FRA,FW,Lyon,Ligue 1,20,2002,3,26,43,30,0,0,0,0,0,0,0,0,0,0,0,0,0
216,216,Bradley Barcola (Paris S-G),FRA,"FW,MF",Paris S-G,Ligue 1,20,2002,15.2,89,93,91,0,99,43,53,69,95,97,96,0,87,0,0,96
217,217,Melvin Bard (Nice),FRA,DF,Nice,Ligue 1,22,2000,29.5,81,44,82,84,53,61,53,98,61,45,70,0,0,0,0,0
218,218,Nicolò Barella (Inter),ITA,MF,Inter,Serie A,26,1997,31.6,99,91,100,59,85,94,81,69,99,94,99,0,96,-100,85,0
219,219,Kike Barja (Osasuna),ESP,"FW,MF",Osasuna,La Liga,26,1997,3.4,40,84,41,0,53,43,53,0,35,74,40,0,0,0,0,0
220,220,Ross Barkley (Luton Town),ENG,MF,Luton Town,Premier League,29,1993,29.1,96,84,95,93,99,91,81,96,94,82,88,96,87,-80,85,0
221,221,Aymen Barkok (Mainz 05),MAR,"MF,FW",Mainz 05,Bundesliga,25,1998,3.6,46,90,43,74,53,43,53,0,35,72,40,0,0,0,0,0
222,222,Harvey Barnes (Newcastle Utd),ENG,"FW,MF",Newcastle Utd,Premier League,25,1997,8.9,63,79,57,0,89,73,81,0,82,94,79,0,96,0,0,0
223,223,Leandro Barreiro Martins (Mainz 05),LUX,MF,Mainz 05,Bundesliga,23,2000,29,85,51,83,59,53,91,98,88,77,57,85,0,0,0,0,0
224,224,Enzo Barrenechea (Frosinone),ARG,MF,Frosinone,Serie A,22,2001,31.2,78,38,85,59,53,43,0,0,51,39,40,90,0,0,0,0
225,225,Ander Barrenetxea (Real Sociedad),ESP,"FW,MF",Real Sociedad,La Liga,21,2001,15.9,74,66,70,59,94,61,71,88,71,68,59,0,0,-95,0,0
226,226,Pablo Barrios (Atlético Madrid),ESP,MF,Atlético Madrid,La Liga,20,2003,17.3,76,64,79,59,70,73,0,88,51,49,59,0,0,0,0,0
227,227,Davide Bartesaghi (Milan),ITA,"DF,MF",Milan,Serie A,17,2005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,228,Marc Bartra (Betis),ESP,DF,Betis,La Liga,32,1991,2.5,20,32,19,0,0,43,0,0,35,84,0,0,0,-80,0,0
229,229,Federico Baschirotto (Lecce),ITA,DF,Lecce,Serie A,26,1996,36.6,55,20,57,59,0,61,0,69,35,35,40,0,0,0,0,0
230,230,Steven Baseya (Strasbourg),FRA,DF,Strasbourg,Ligue 1,18,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,231,Chris Basham (Sheffield Utd),ENG,"DF,MF",Sheffield Utd,Premier League,35,1988,3.6,20,25,12,0,0,43,53,0,0,0,0,0,0,0,0,0
232,232,Toma Bašić (Salernitana),CRO,MF,Salernitana,Serie A,26,1996,12.9,61,54,60,84,70,43,0,0,35,42,40,0,0,0,0,0
233,233,Calvin Bassey (Fulham),NGA,DF,Fulham,Premier League,23,1999,25.6,46,20,49,0,0,61,0,0,51,42,0,0,0,-95,0,0
234,234,Alessandro Bastoni (Inter),ITA,DF,Inter,Serie A,24,1999,25.2,87,64,91,59,0,81,81,69,82,67,88,0,0,0,0,0
235,235,Simone Bastoni (Empoli),ITA,"MF,DF",Empoli,Serie A,26,1996,8.3,55,68,51,90,0,43,0,0,0,0,0,0,0,0,0,0
236,236,Augusto Batalla (Granada),ARG,GK,Granada,La Liga,27,1996,17,28,16,24,81,0,0,0,0,0,0,0,0,0,0,0,0
237,237,Daniel Batz (Mainz 05),GER,GK,Mainz 05,Bundesliga,32,1991,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,238,Maximilian Bauer (Augsburg),GER,DF,Augsburg,Bundesliga,23,2000,9,23,17,19,0,0,61,0,0,0,0,0,0,0,0,0,0
239,239,Elias Baum (Eint Frankfurt),GER,"DF,MF",Eint Frankfurt,Bundesliga,17,2005,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,240,Oliver Baumann (Hoffenheim),GER,GK,Hoffenheim,Bundesliga,33,1990,34,28,13,24,81,0,0,0,0,35,35,0,90,0,0,0,0
241,241,Christoph Baumgartner (RB Leipzig),AUT,"MF,FW",RB Leipzig,Bundesliga,23,1999,12.9,77,83,75,0,79,87,91,69,77,83,70,0,0,-80,85,0
242,242,Bebé (Rayo Vallecano),CPV,"MF,FW",Rayo Vallecano,La Liga,33,1990,2.4,33,82,24,81,0,61,0,0,0,0,0,0,0,0,0,0
243,243,Ihlas Bebou (Hoffenheim),TOG,"FW,DF",Hoffenheim,Bundesliga,29,1994,18.2,79,67,75,0,94,94,71,69,97,96,88,0,100,-80,85,96
244,244,Mohamed Bechikh (Strasbourg),FRA,"FW,MF",Strasbourg,Ligue 1,18,2005,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,245,Adrian Beck (Heidenheim),GER,"MF,FW",Heidenheim,Bundesliga,26,1997,10.8,63,68,63,0,79,73,0,69,71,81,70,0,0,-80,0,0
246,246,Owen Beck (Liverpool),WAL,DF,Liverpool,Premier League,20,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,247,Sheraldo Becker (Real Sociedad),SUR,"FW,MF",Real Sociedad,La Liga,28,1995,8.6,51,57,51,59,53,73,0,0,77,93,79,0,0,-80,0,0
248,248,Sheraldo Becker (Union Berlin),SUR,"FW,MF",Union Berlin,Bundesliga,28,1995,7.2,62,88,63,0,70,61,71,0,71,92,59,0,0,-80,85,0
249,249,Chris Bedia (Union Berlin),CIV,"FW,MF",Union Berlin,Bundesliga,27,1996,1.6,23,64,27,0,0,0,0,0,0,0,0,0,0,0,0,0
250,250,Donny van de Beek (Manchester Utd),NED,DF,Manchester Utd,Premier League,26,1997,0,11,100,12,0,0,0,0,0,0,0,0,0,0,0,0,0
251,251,Donny van de Beek (Eint Frankfurt),NED,"MF,FW",Eint Frankfurt,Bundesliga,26,1997,4,31,45,33,59,0,0,0,0,0,0,0,0,0,0,0,0
252,252,Yanis Begraoui (Toulouse),MAR,"FW,MF",Toulouse,Ligue 1,22,2001,3.3,31,54,24,0,0,0,81,69,35,74,40,0,0,0,0,0
253,253,Kevin Behrens (Wolfsburg),GER,FW,Wolfsburg,Bundesliga,32,1991,6.8,49,67,52,0,53,61,0,0,51,73,59,0,0,0,0,0
254,254,Kevin Behrens (Union Berlin),GER,FW,Union Berlin,Bundesliga,32,1991,14,69,64,67,0,0,61,97,69,51,52,40,0,0,0,85,0
255,255,Maximilian Beier (Hoffenheim),GER,"FW,MF",Hoffenheim,Bundesliga,20,2002,26.9,91,72,87,0,98,94,99,0,92,81,59,0,99,-99,97,0
256,256,Jérémie Bela (Clermont Foot),ANG,"MF,FW",Clermont Foot,Ligue 1,30,1993,2.3,31,76,33,59,0,0,0,0,0,0,0,0,0,0,0,0
257,257,Reda Belahyane (Hellas Verona),FRA,MF,Hellas Verona,Serie A,19,2004,1,16,51,19,0,0,0,0,0,0,0,0,0,0,0,0,0
258,258,Reda Belahyane (Nice),FRA,MF,Nice,Ligue 1,19,2004,0.3,16,98,19,0,0,0,0,0,0,0,0,0,0,0,0,0
259,259,Amari'i Bell (Luton Town),JAM,DF,Luton Town,Premier League,29,1994,19.1,59,34,63,0,0,0,71,69,61,55,70,0,0,0,0,0
260,260,Stefan Bell (Mainz 05),GER,DF,Mainz 05,Bundesliga,31,1991,7.4,26,22,30,0,0,0,0,0,35,52,40,0,0,0,0,0
261,261,Alaa Bellaarouch (Strasbourg),MAR,GK,Strasbourg,Ligue 1,21,2002,15,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0
262,262,Raoul Bellanova (Torino),ITA,DF,Torino,Serie A,23,2000,33.8,95,72,97,84,94,81,94,69,90,71,95,0,0,0,0,0
263,263,Jean-Ricner Bellegarde (Wolves),FRA,"MF,FW",Wolves,Premier League,25,1998,10.6,64,71,60,74,92,43,53,0,51,60,40,0,87,0,0,0
264,264,Jean-Ricner Bellegarde (Strasbourg),FRA,"MF,FW",Strasbourg,Ligue 1,25,1998,3,28,52,27,0,70,0,0,0,61,98,59,0,87,0,0,0
265,265,Héctor Bellerín (Betis),ESP,DF,Betis,La Liga,28,1995,19,64,40,69,81,0,0,53,0,71,62,79,0,0,0,0,0
266,266,Jude Bellingham (Real Madrid),ENG,MF,Real Madrid,La Liga,20,2003,25.7,96,87,98,0,95,81,91,0,96,90,96,0,87,-95,0,0
267,267,Jeanuël Belocian (Rennes),FRA,DF,Rennes,Ligue 1,18,2005,16.1,46,28,45,74,0,61,0,0,35,39,40,0,0,0,0,0
268,268,Andrea Belotti (Fiorentina),ITA,FW,Fiorentina,Serie A,29,1993,10.5,59,61,52,0,0,87,91,0,35,43,40,0,0,0,0,0
269,269,Andrea Belotti (Roma),ITA,FW,Roma,Serie A,29,1993,7.5,56,76,45,0,79,73,91,69,82,97,70,0,96,-80,0,0
270,270,Fran Beltrán (Celta Vigo),ESP,MF,Celta Vigo,La Liga,24,1999,27,80,47,84,81,53,61,71,0,61,46,70,0,0,0,0,0
271,271,Lucas Beltrán (Fiorentina),ARG,"FW,MF",Fiorentina,Serie A,22,2001,18.8,84,75,82,0,70,96,94,69,92,91,85,0,87,-99,85,0
272,272,Eliesse Ben Seghir (Monaco),MAR,"MF,FW",Monaco,Ligue 1,18,2005,4.8,52,90,47,0,70,43,91,0,77,99,59,0,87,0,97,0
273,273,Anis Ben Slimane (Sheffield Utd),TUN,MF,Sheffield Utd,Premier League,22,2001,4.7,40,66,38,59,53,43,0,69,0,0,0,0,0,0,0,0
274,274,Wissam Ben Yedder (Monaco),FRA,FW,Monaco,Ligue 1,32,1990,25.7,91,73,94,0,79,94,53,69,88,76,93,0,0,0,0,0
275,275,Carlos Benavídez (Alavés),URU,MF,Alavés,La Liga,25,1998,12.6,55,45,52,0,0,61,71,96,51,55,59,0,0,0,0,0
276,276,Ismaël Bennacer (Milan),ALG,MF,Milan,Serie A,25,1997,12.8,72,74,70,84,79,61,53,69,61,65,70,0,0,0,0,0
277,277,Saïd Benrahma (West Ham),ALG,"FW,MF",West Ham,Premier League,27,1995,6.9,60,86,65,0,79,0,0,0,35,53,40,0,0,0,0,0
278,278,Saïd Benrahma (Lyon),ALG,"FW,MF",Lyon,Ligue 1,27,1995,8.6,72,92,69,89,70,61,53,69,71,88,79,0,0,0,0,0
279,279,Ramy Bensebaini (Dortmund),ALG,DF,Dortmund,Bundesliga,28,1995,11.5,60,59,54,74,70,61,87,0,61,70,70,0,0,0,0,0
280,280,Nabil Bentaleb (Lille),ALG,MF,Lille,Ligue 1,28,1994,21.9,72,45,78,74,0,0,53,69,77,65,85,0,0,0,0,0
281,281,Rodrigo Bentancur (Tottenham),URU,MF,Tottenham,Premier League,26,1997,11.2,65,70,69,0,53,61,0,88,71,80,70,0,0,0,0,96
282,282,Daniel Bentley (Wolves),ENG,GK,Wolves,Premier League,30,1993,4.3,11,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0
283,283,Lucas Beraldo (Paris S-G),BRA,DF,Paris S-G,Ligue 1,19,2003,11.2,44,33,49,59,0,0,0,0,35,43,40,0,0,0,0,0
284,284,Domenico Berardi (Sassuolo),ITA,FW,Sassuolo,Serie A,28,1994,15.9,87,89,89,74,70,94,81,69,77,76,70,0,0,-80,85,0
285,285,Yuri Berchiche (Athletic Club),ESP,DF,Athletic Club,La Liga,33,1990,21.4,70,43,74,59,53,61,71,0,77,65,85,0,0,0,0,0
286,286,Álex Berenguer (Athletic Club),ESP,FW,Athletic Club,La Liga,28,1995,17.7,86,82,69,98,85,61,71,69,88,87,70,98,87,0,0,96
287,287,Bartosz Bereszyński (Empoli),POL,DF,Empoli,Serie A,31,1992,19.6,51,28,54,59,0,0,71,0,51,45,40,0,0,0,85,0
288,288,Jóhann Berg Guðmundsson (Burnley),ISL,"MF,FW",Burnley,Premier League,32,1990,13.2,80,86,72,96,0,61,81,0,77,82,70,96,0,0,0,0
289,289,Sander Berge (Burnley),NOR,MF,Burnley,Premier League,25,1998,33.4,88,52,94,0,79,0,53,0,88,67,91,0,87,0,0,0
290,290,Etrit Berisha (Empoli),ALB,GK,Empoli,Serie A,34,1989,14,16,13,12,59,0,0,0,0,0,0,0,0,0,0,0,0
291,291,Medon Berisha (Lecce),ALB,"FW,MF",Lecce,Serie A,19,2003,2.3,33,83,30,81,0,0,0,0,0,0,0,0,0,0,0,0
292,292,Mergim Berisha (Hoffenheim),GER,FW,Hoffenheim,Bundesliga,25,1998,1.6,23,64,19,0,53,43,0,0,0,0,0,0,0,0,0,0
293,293,Mergim Berisha (Augsburg),GER,FW,Augsburg,Bundesliga,25,1998,1.4,26,85,27,0,0,0,53,0,0,0,0,0,0,0,0,0
294,294,Isaac Bernal (Sevilla),ESP,FW,Sevilla,La Liga,23,2000,11.5,63,65,54,0,95,87,0,0,88,95,79,0,96,-95,0,0
295,295,Bernardo (Bochum),BRA,DF,Bochum,Bundesliga,28,1995,32.5,78,37,76,81,53,81,87,88,71,49,59,0,0,-95,0,0
296,296,Victor Bernth Kristiansen (Bologna),DEN,DF,Bologna,Serie A,20,2002,25.6,76,43,80,59,70,61,53,0,85,71,85,0,0,-80,85,0
297,297,Matúš Bero (Bochum),SVK,"MF,FW",Bochum,Bundesliga,27,1995,18.5,63,40,63,0,0,73,71,88,51,46,40,0,0,0,85,0
298,298,Luke Berry (Luton Town),ENG,"MF,DF",Luton Town,Premier League,31,1992,3.6,28,43,19,59,53,61,0,0,35,72,0,0,87,0,0,0
299,299,Dimitry Bertaud (Montpellier),COD,GK,Montpellier,Ligue 1,25,1998,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,300,Jan-Niklas Beste (Heidenheim),GER,"FW,MF",Heidenheim,Bundesliga,24,1999,28.9,98,91,85,100,70,94,99,69,99,95,95,100,0,-80,97,0
301,301,Beto (Everton),GNB,FW,Everton,Premier League,25,1998,10.6,66,76,59,0,92,73,71,88,35,43,40,0,0,0,0,0
302,302,Beto (Udinese),GNB,FW,Udinese,Serie A,25,1998,0.8,28,98,33,0,0,0,0,0,0,0,0,0,0,0,0,0
303,303,Davide Bettella (Monza),ITA,MF,Monza,Serie A,23,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,304,Sam Beukema (Bologna),NED,DF,Bologna,Serie A,24,1998,28.3,54,23,59,0,0,61,0,0,35,37,40,0,0,0,0,0
305,305,Jordan Beyer (Burnley),GER,DF,Burnley,Premier League,23,2000,13.7,38,23,43,0,0,0,0,0,35,40,40,0,0,0,0,0
306,306,Pep Biel (Augsburg),ESP,"MF,FW",Augsburg,Bundesliga,26,1996,3.2,38,78,36,74,53,0,0,0,0,0,0,0,0,0,0,0
307,307,Jaka Bijol (Udinese),SVN,DF,Udinese,Serie A,24,1999,23.2,31,15,30,0,0,61,0,0,35,37,0,0,0,-80,0,0
308,308,El Bilal Touré (Atalanta),MLI,FW,Atalanta,Serie A,21,2001,4.4,38,59,38,0,0,43,53,0,61,95,59,0,0,0,85,0
309,309,Philip Billing (Bournemouth),DEN,MF,Bournemouth,Premier League,27,1996,15.5,78,74,83,74,53,61,53,0,77,77,85,0,0,0,0,0
310,310,Cristiano Biraghi (Fiorentina),ITA,DF,Fiorentina,Serie A,30,1992,26.2,92,74,80,99,79,0,53,69,94,85,70,100,96,0,0,0
311,311,Davide Biraschi (Genoa),ITA,DF,Genoa,Serie A,29,1994,1,11,29,0,0,53,0,0,0,35,98,0,0,87,0,0,0
312,312,Samuele Birindelli (Monza),ITA,DF,Monza,Serie A,24,1999,22.4,76,49,79,0,53,81,81,0,71,58,79,0,0,0,0,0
313,313,Tom Bischof (Hoffenheim),GER,"MF,FW",Hoffenheim,Bundesliga,18,2005,2,31,83,27,74,0,43,0,0,51,98,59,0,0,0,0,0
314,314,Yves Bissouma (Tottenham),MLI,MF,Tottenham,Premier League,26,1996,23,76,49,79,74,79,0,0,98,61,50,70,0,0,0,0,0
315,315,Leonardo Bittencourt (Werder Bremen),GER,MF,Werder Bremen,Bundesliga,29,1993,17.5,78,67,85,0,0,61,53,0,61,57,59,0,0,0,85,0
316,316,Marco Bizot (Brest),NED,GK,Brest,Ligue 1,32,1991,32,26,13,27,59,0,0,0,0,0,0,0,0,0,0,0,0
317,317,Antonio Blanco (Alavés),ESP,MF,Alavés,La Liga,23,2000,27,77,43,82,59,0,61,81,0,35,37,40,0,0,0,0,0
318,318,Rubén Blanco (Marseille),ESP,GK,Marseille,Ligue 1,28,1995,1.3,11,23,12,0,0,0,0,0,0,0,0,0,0,0,0,0
319,319,Hendry Blank (Dortmund),GER,DF,Dortmund,Bundesliga,18,2004,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,320,Ludovic Blas (Rennes),FRA,"FW,MF",Rennes,Ligue 1,25,1997,17.4,77,66,72,86,92,87,53,0,82,79,70,0,0,-95,85,0
321,321,Janis Blaswich (RB Leipzig),GER,GK,RB Leipzig,Bundesliga,32,1991,21,20,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0
322,322,Alexis Blin (Lecce),FRA,MF,Lecce,Serie A,26,1996,18.2,65,44,69,59,0,61,53,69,71,64,59,0,0,-80,85,0
323,323,Daley Blind (Girona),NED,DF,Girona,La Liga,33,1990,33,79,37,84,74,79,43,0,69,77,53,79,0,0,0,0,96
324,324,Myron Boadu (Monaco),NED,FW,Monaco,Ligue 1,22,2001,0.9,11,30,0,0,0,0,53,0,0,0,0,0,0,0,0,0
325,325,Benicio Boaitey (Brighton),ENG,"FW,DF",Brighton,Premier League,19,2004,0.4,16,92,12,0,0,43,0,0,0,0,0,0,0,0,0,0
326,326,Jérôme Boateng (Salernitana),GER,DF,Salernitana,Serie A,34,1988,2.6,20,31,19,0,0,0,0,69,0,0,0,0,0,0,0,0
327,327,Oscar Bobb (Manchester City),NOR,"FW,MF",Manchester City,Premier League,20,2003,3.4,55,98,54,0,85,43,53,0,82,99,70,0,96,0,85,0
328,328,Sacha Boey (Bayern Munich),FRA,DF,Bayern Munich,Bundesliga,22,2000,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,329,Jeremie Boga (Nice),CIV,FW,Nice,Ligue 1,26,1997,22.2,93,84,85,95,99,91,53,0,94,89,88,96,99,0,0,0
330,330,Jayden Bogle (Sheffield Utd),ENG,DF,Sheffield Utd,Premier League,23,2000,31,68,30,69,59,79,43,71,0,35,35,0,0,0,-80,0,0
331,331,Emil Bohinen (Genoa),NOR,MF,Genoa,Serie A,24,1999,0.6,20,94,24,0,0,0,0,0,0,0,0,0,0,0,0,0
332,332,Emil Bohinen (Salernitana),NOR,MF,Salernitana,Serie A,24,1999,5.9,40,52,43,0,0,0,53,69,35,57,40,0,0,0,0,0
333,333,Adama Bojang (Reims),GAM,FW,Reims,Ligue 1,19,2004,0.9,16,56,12,0,53,0,0,0,0,0,0,0,0,0,0,0
334,334,Daniel Boloca (Sassuolo),ROU,MF,Sassuolo,Serie A,24,1998,22.5,82,60,87,0,92,0,0,0,71,58,79,0,0,0,0,0
335,335,Willy Boly (Nott'ham Forest),CIV,DF,Nott'ham Forest,Premier League,32,1991,16,47,29,51,0,0,61,0,0,51,50,59,0,0,0,0,0
336,336,Giacomo Bonaventura (Fiorentina),ITA,MF,Fiorentina,Serie A,33,1989,25.3,93,79,96,81,53,81,91,0,77,61,85,0,0,0,0,0
337,337,Federico Bonazzoli (Hellas Verona),ITA,"FW,MF",Hellas Verona,Serie A,26,1997,11.3,60,59,63,0,0,81,0,0,61,71,70,0,0,0,0,0
338,338,Warren Bondo (Monza),FRA,MF,Monza,Serie A,19,2003,16.4,64,47,62,0,70,81,53,88,71,67,70,0,0,-80,0,0
339,339,Giovanni Bonfanti (Atalanta),ITA,DF,Atalanta,Serie A,20,2003,1,11,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0
340,340,Victor Boniface (Leverkusen),NGA,FW,Leverkusen,Bundesliga,22,2000,17.2,84,80,73,0,100,73,81,69,98,98,95,0,99,-80,85,0
341,341,Kevin Bonifazi (Bologna),ITA,DF,Bologna,Serie A,27,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,342,Kevin Bonifazi (Frosinone),ITA,DF,Frosinone,Serie A,27,1996,3.4,20,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0
